STATION CODE,STATE,TEMPERATURE_Min,TEMPERATURE_Max,pH_Min,PH_Max,CONDUCTIVITY_Min,CONDUCTIVITY_Max,BOD_Min,BOD_Max,NITRATE_NITRATE_Min,NITRATE_NITRATE_Max,FECALCOLIFORM_Min,FECALCOLIFORM_Max,TOTALCOLIFORM_Min,TOTALCOLIFORM_Max,FAECAL_STREPTOCOCCI_Min,FAECAL_STREPTOCOCCI_Max,TOTAL_DISSOLVED_SOLIDS_Min,TOTAL_DISSOLVED_SOLIDS_Max,FLUORIDE_Min,FLUORIDE_Max,ARSENIC_Min,ARSENIC_Max,,,,,,,,,,,,,,,,,,,,
2965,RAJASTHAN,24,24,7.9,8.1,5300,5500,-,-,3.101,4.404,7,150,11,210,-,-,3862,4432,0.96,1.06,-,-,,,,,,,,,,,,,,,,,,,,
2966,RAJASTHAN,23,23,8,8.6,4400,5200,-,-,1.765,4.964,4,4,7,9,-,-,3558,3664,0.74,1.42,-,-,,,,,,,,,,,,,,,,,,,,
2967,RAJASTHAN,24,24,7.7,7.8,4600,8900,-,-,2.208,6.145,4,4,7,7,-,-,3764,6564,0.86,1.26,-,-,,,,,,,,,,,,,,,,,,,,
2968,RAJASTHAN,22,22,8,8.4,1570,4100,-,-,1.664,4.201,4,9,9,20,-,-,1278,3054,1.02,1.38,-,-,,,,,,,,,,,,,,,,,,,,
2969,RAJASTHAN,28,29,6.7,6.9,800,830,-,-,0.32,1.764,3,9,7,21,-,-,588,648,BDL,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2970,RAJASTHAN,30,31,7,7.2,1200,1380,-,-,1.664,2.463,3,9,7,14,-,-,944,974,0.28,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2971,RAJASTHAN,31,32,6.9,7.3,2400,2400,-,-,1.703,4.6,4,9,11,23,-,-,1588,1758,0.36,0.8,-,-,,,,,,,,,,,,,,,,,,,,
2972,RAJASTHAN,31,32,6.6,7,3200,3500,-,-,0.321,1.604,4,23,9,39,-,-,2356,2580,0.38,0.8,-,-,,,,,,,,,,,,,,,,,,,,
2973,RAJASTHAN,29,30,6.8,7.2,1900,3100,-,-,1.543,1.821,3,21,28,28,-,-,1558,2158,0.68,1,-,-,,,,,,,,,,,,,,,,,,,,
2974,RAJASTHAN,29,30,7.2,7.2,1580,1670,-,-,1.02,1.665,4,21,7,28,-,-,1184,1298,1.1,1.2,-,-,,,,,,,,,,,,,,,,,,,,
2975,RAJASTHAN,29,30,7.2,7.3,2800,3300,-,-,1.769,2.2,3,9,7,39,-,-,2208,2282,0.64,0.96,-,-,,,,,,,,,,,,,,,,,,,,
2976,RAJASTHAN,26,33,8,8.1,5100,5300,-,-,2.465,6.208,93,460,150,1100,-,-,3808,4230,0.64,1.1,-,-,,,,,,,,,,,,,,,,,,,,
2977,RAJASTHAN,33,34,7.1,7.9,8000,20000,-,-,2.1,6.3,4,9,7,14,-,-,7258,13258,0.96,1.35,-,-,,,,,,,,,,,,,,,,,,,,
2982,RAJASTHAN,33,34,7.5,8.2,12000,21000,-,-,1.7,7.8,4,7,11,11,-,-,9258,15204,0.98,1.2,-,-,,,,,,,,,,,,,,,,,,,,
2985,RAJASTHAN,33,34,7.7,7.7,13000,14500,-,-,3,7.1,4,7,9,14,-,-,8858,10318,0.84,0.9,-,-,,,,,,,,,,,,,,,,,,,,
2986,RAJASTHAN,25,25,7.6,7.8,8700,10600,-,-,2.104,2.684,3,4,11,11,-,-,7038,7676,0.68,0.96,-,-,,,,,,,,,,,,,,,,,,,,
2988,RAJASTHAN,25,25,7.2,7.6,5800,9000,-,-,1.846,2.364,4,4,7,7,-,-,4214,7418,0.24,0.82,-,-,,,,,,,,,,,,,,,,,,,,
2991,RAJASTHAN,25,25,7.2,7.8,11400,13200,-,-,2.073,5.365,4,9,4,14,-,-,9158,9668,0.62,1.06,-,-,,,,,,,,,,,,,,,,,,,,
2993,RAJASTHAN,25,25,8,8.3,2900,3600,-,-,2.108,3.641,7,14,11,21,-,-,2098,2958,0.96,1.32,-,-,,,,,,,,,,,,,,,,,,,,
2999,RAJASTHAN,27,28,7.2,7.3,1320,1520,-,-,1.671,4.004,7,460,11,1100,-,-,1044,1058,0.28,0.64,-,-,,,,,,,,,,,,,,,,,,,,
3000,RAJASTHAN,27,30,7.1,7.3,850,910,-,-,1.765,3.644,4,4,4,7,-,-,648,688,0.3,0.76,-,-,,,,,,,,,,,,,,,,,,,,
3001,RAJASTHAN,29,29,7.6,7.6,1390,1390,-,-,11.804,11.804,93,93,460,460,-,-,958,958,0.38,0.38,-,-,,,,,,,,,,,,,,,,,,,,
3002,RAJASTHAN,29,32,7,7.2,910,930,-,-,1.845,2.284,4,240,9,240,-,-,644,758,0.38,0.8,-,-,,,,,,,,,,,,,,,,,,,,
3003,RAJASTHAN,29,30,7.1,7.6,950,1540,-,-,1.605,10.504,4,7,11,14,-,-,684,1258,0.3,0.76,-,-,,,,,,,,,,,,,,,,,,,,
3004,RAJASTHAN,29,30,6.3,7.8,1310,1350,-,-,1.704,2.744,3,4,4,9,-,-,932,1008,0.62,0.86,-,-,,,,,,,,,,,,,,,,,,,,
3005,RAJASTHAN,28,29,7.4,7.8,760,880,-,-,1.765,2.744,4,460,7,1100,-,-,618,634,0.42,0.9,-,-,,,,,,,,,,,,,,,,,,,,
3006,RAJASTHAN,26,27,7.8,8.2,2200,2400,-,-,1.763,5.36,3,4,7,7,-,-,1534,1678,0.82,1.06,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,RAJASTHAN,23,25,7.4,7.7,1700,2400,-,-,1.545,1.7,3,21,7,28,-,-,1216,1816,0.76,1.02,-,-,,,,,,,,,,,,,,,,,,,,
4180,RAJASTHAN,30,30,7.3,7.3,1350,1350,-,-,12.312,12.312,93,93,93,93,-,-,948,948,1.12,1.12,-,-,,,,,,,,,,,,,,,,,,,,
4181,RAJASTHAN,25,26,7,7.2,2500,2700,-,-,BDL,1.666,9,75,14,120,-,-,1966,1978,BDL,0.76,-,-,,,,,,,,,,,,,,,,,,,,
4182,RAJASTHAN,29,29,6.5,6.8,2400,4200,-,-,1.772,1.844,4,4,4,7,-,-,1874,2878,0.28,0.82,-,-,,,,,,,,,,,,,,,,,,,,
4183,RAJASTHAN,28,28,6.4,7.1,1800,1900,-,-,1.821,8.512,4,460,11,1100,-,-,1334,1358,0.92,0.98,-,-,,,,,,,,,,,,,,,,,,,,
4184,RAJASTHAN,28,28,7.1,7.3,1730,2200,-,-,1.605,3.154,4,4,7,9,-,-,1236,1718,0.24,0.8,-,-,,,,,,,,,,,,,,,,,,,,
4759,RAJASTHAN,25,29,7.5,7.5,2200,2800,-,-,2.368,8.3,3,4,9,11,-,-,1910,1938,0.42,0.84,-,-,,,,,,,,,,,,,,,,,,,,
4760,RAJASTHAN,25,29,7.7,7.8,1050,1540,-,-,2.75,4.562,4,4,7,7,-,-,814,1126,0.42,0.82,-,-,,,,,,,,,,,,,,,,,,,,
4761,RAJASTHAN,24,26,7.2,7.5,43000,45000,-,-,1.505,3.11,7,14,14,20,-,-,31102,32078,1,1.44,-,-,,,,,,,,,,,,,,,,,,,,
4763,RAJASTHAN,24,26,7.7,8.1,4400,5700,-,-,1.546,2.621,3,4,7,9,-,-,3174,4698,0.52,0.92,-,-,,,,,,,,,,,,,,,,,,,,
4764,RAJASTHAN,25,25,7.6,7.8,2300,3300,-,-,1.849,4.724,3,4,7,9,-,-,1898,2344,0.42,1.2,-,-,,,,,,,,,,,,,,,,,,,,
4765,RAJASTHAN,24,26,7.2,7.5,25000,25000,-,-,2.069,5.488,3,3,3,3,-,-,18334,19562,0.3,1.15,-,-,,,,,,,,,,,,,,,,,,,,
4766,RAJASTHAN,25,25,7.5,7.6,9700,13200,-,-,2.088,4.722,3,3,4,4,-,-,8124,9444,0.38,1.15,-,-,,,,,,,,,,,,,,,,,,,,
4767,RAJASTHAN,26,26,7.5,7.5,10500,10500,-,-,2.371,2.371,4,4,7,7,-,-,8768,8768,1.3,1.3,-,-,,,,,,,,,,,,,,,,,,,,
4768,RAJASTHAN,24,26,7.4,7.7,14000,15700,-,-,2.071,6.008,4,93,7,240,-,-,9796,12296,0.38,1.36,-,-,,,,,,,,,,,,,,,,,,,,
4774,RAJASTHAN,29,31,7.1,7.2,1520,1790,-,-,1.704,2.692,3,460,7,1100,-,-,1198,1222,BDL,0.82,-,-,,,,,,,,,,,,,,,,,,,,
4775,RAJASTHAN,29,29,7,7.2,1530,1640,-,-,1.663,3.004,7,75,11,75,-,-,1138,1198,BDL,0.76,-,-,,,,,,,,,,,,,,,,,,,,
4776,RAJASTHAN,28,28,7.1,7.1,1050,1050,-,-,2.068,2.068,4,4,11,11,-,-,874,874,0.76,0.76,-,-,,,,,,,,,,,,,,,,,,,,
4777,RAJASTHAN,29,30,6.9,7.1,1140,1340,-,-,1.705,3.084,4,4,4,7,-,-,916,932,0.38,0.7,-,-,,,,,,,,,,,,,,,,,,,,
4778,RAJASTHAN,28,29,7,7.3,1160,1300,-,-,1.608,5.492,4,9,7,14,-,-,898,938,0.3,0.8,-,-,,,,,,,,,,,,,,,,,,,,
4782,RAJASTHAN,26,29,7.6,7.6,4500,4700,-,-,1.402,4.125,4,4,7,11,-,-,3282,3658,1.1,1.46,-,-,,,,,,,,,,,,,,,,,,,,
4783,RAJASTHAN,25,31,7.2,7.3,720,840,-,-,1.601,2.06,3,3,4,4,-,-,592,602,0.52,0.84,-,-,,,,,,,,,,,,,,,,,,,,
4784,RAJASTHAN,33,34,8.2,8.3,2300,2800,-,-,2.4,4.1,3,7,4,11,-,-,1838,1944,0.62,0.86,-,-,,,,,,,,,,,,,,,,,,,,
4785,RAJASTHAN,33,34,7.4,8.2,5100,6000,-,-,2.4,5.6,4,7,7,11,-,-,4238,4334,1.15,1.44,-,-,,,,,,,,,,,,,,,,,,,,
4786,RAJASTHAN,33,33,7.2,7.2,6100,6100,-,-,3.1,3.1,9,9,14,14,-,-,4964,4964,0.98,0.98,-,-,,,,,,,,,,,,,,,,,,,,
4788,RAJASTHAN,33,33,6.8,6.8,15800,15800,-,-,2.2,2.2,7,7,11,11,-,-,11258,11258,1.44,1.44,-,-,,,,,,,,,,,,,,,,,,,,
4791,RAJASTHAN,26,27,7.6,8.1,520,560,-,-,1.542,2.744,3,7,4,11,4,4,384,412,0.62,0.86,-,-,,,,,,,,,,,,,,,,,,,,
4792,RAJASTHAN,27,28,7.5,7.8,3500,4200,-,-,1.246,2.281,9,14,14,20,11,11,2574,3284,0.56,0.92,-,-,,,,,,,,,,,,,,,,,,,,
4793,RAJASTHAN,27,28,7.9,8.5,1320,1410,-,-,1.5,1.764,4,4,7,7,-,-,978,1018,0.68,0.9,-,-,,,,,,,,,,,,,,,,,,,,
4794,RAJASTHAN,26,28,8.4,8.6,900,980,-,-,1.241,1.404,7,7,11,14,-,-,708,738,1.12,1.14,-,-,,,,,,,,,,,,,,,,,,,,
4796,RAJASTHAN,20,23,6.9,7.8,410,1390,-,-,0.924,1.512,3,4,7,9,-,-,304,1088,0.42,0.98,-,-,,,,,,,,,,,,,,,,,,,,
4797,RAJASTHAN,22,23,7.4,7.5,1150,1580,-,-,1.152,1.436,3,7,4,11,-,-,958,1082,0.38,0.7,-,-,,,,,,,,,,,,,,,,,,,,
4798,RAJASTHAN,22,24,7.3,7.3,1130,1800,1.2,1.2,1.212,1.884,7,9,11,14,-,-,822,1258,0.28,1.1,-,-,,,,,,,,,,,,,,,,,,,,
4799,RAJASTHAN,28,28,7.4,8.1,1340,1700,-,-,1.543,3.324,4,4,9,11,3,3,982,1386,0.7,0.96,-,-,,,,,,,,,,,,,,,,,,,,
4800,RAJASTHAN,27,27,8.2,8.3,2700,2700,-,-,1.343,1.54,4,9,9,14,-,-,1932,2132,0.9,1.15,-,-,,,,,,,,,,,,,,,,,,,,
4801,RAJASTHAN,26,29,7.4,7.6,3300,3800,-,-,1.542,4.123,4,7,9,11,-,-,2638,2682,0.84,1.48,-,-,,,,,,,,,,,,,,,,,,,,
4802,RAJASTHAN,28,28,7.6,7.9,1420,1900,-,-,1.842,3.404,7,7,11,14,-,-,1024,1364,0.4,0.9,-,-,,,,,,,,,,,,,,,,,,,,
4803,RAJASTHAN,21,28.2,7.5,7.9,4500,4800,-,-,1.765,3.34,4,4,7,7,4,4,3532,3816,0.52,1.02,-,-,,,,,,,,,,,,,,,,,,,,
4806,RAJASTHAN,24,24,8.3,8.7,2900,3000,-,-,2.205,3.684,3,7,7,14,-,-,2082,2458,1.06,1.18,-,-,,,,,,,,,,,,,,,,,,,,
4807,RAJASTHAN,24,24,8.3,8.5,7800,8200,-,-,1.845,5.242,3,4,4,11,-,-,5764,7058,1.14,1.46,-,-,,,,,,,,,,,,,,,,,,,,
4808,RAJASTHAN,24.5,24.5,8.9,8.9,2400,2400,-,-,2.106,2.106,4,4,7,7,-,-,2038,2038,1.46,1.46,-,-,,,,,,,,,,,,,,,,,,,,
4809,RAJASTHAN,23,23,7.8,8.5,450,1480,-,-,0.984,1.508,3,7,4,14,-,-,332,1212,0.56,1.48,-,-,,,,,,,,,,,,,,,,,,,,
32,TAMIL NADU,28,28,7.8,7.8,502,502,2,2,BDL,BDL,-,-,-,-,-,-,316,316,0.24,0.24,-,-,,,,,,,,,,,,,,,,,,,,
4810,TAMIL NADU,25,30,7.7,7.8,2420,2920,BDL,BDL,BDL,BDL,BDL,BDL,6,6,-,-,1588,1864,0.42,1.48,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4811,TAMIL NADU,29,33,7.7,8.3,2350,2380,BDL,BDL,BDL,3.45,BDL,2,6,7,-,-,1520,1652,0.5,1.03,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4814,TAMIL NADU,25,25,7.7,8.1,1316,1852,BDL,6,BDL,BDL,13,27,49,100,11,11,830,1296,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4815,TAMIL NADU,25,25,7.6,7.7,916,1102,2,7.1,BDL,BDL,6,13,15,47,2,2,578,772,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4816,TAMIL NADU,27,27,6.9,6.9,1360,1360,BDL,BDL,0.32,0.32,6,6,14,14,2,2,850,850,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4817,TAMIL NADU,30,30,7,7,976,976,BDL,BDL,BDL,BDL,6,6,12,12,2,2,608,608,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4818,TAMIL NADU,30,30,7.3,7.3,917,917,2,2,0.32,0.32,2,2,92,92,2,2,570,570,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4819,TAMIL NADU,29,29,7,7,327,327,2,2,BDL,BDL,11,11,26,26,2,2,208,208,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4820,TAMIL NADU,29,29,7.1,7.1,1770,1770,2,2,0.32,0.32,7,7,17,17,2,2,1120,1120,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4821,TAMIL NADU,24,24,8.1,8.1,679,679,BDL,BDL,BDL,BDL,130,130,280,280,-,-,432,432,1.26,1.26,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4822,TAMIL NADU,23,23,7.8,7.8,498,498,BDL,BDL,BDL,BDL,2,2,11,11,-,-,316,316,0.54,0.54,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4824,TAMIL NADU,25,29,7.5,7.9,1110,2070,BDL,BDL,0.824,3.725,BDL,2,BDL,8,-,-,784,1348,0.64,0.72,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4825,TAMIL NADU,26,31,7.6,8.2,1525,1583,BDL,BDL,BDL,9.532,BDL,BDL,4,79,-,-,1096,1096,0.63,1.21,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4826,TAMIL NADU,28,33,7.4,8.3,752,981,BDL,BDL,1.012,4.609,BDL,4,9,37,-,-,480,696,0.71,0.9,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4907,"TAMIL
NADU",29,29,7.5,7.5,159,159,BDL,BDL,0.32,0.32,11,11,27,27,-,-,116,116,0.4,0.4,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4909,TAMIL NADU,28,28,7.5,7.5,480,480,BDL,BDL,0.32,0.32,22,22,49,49,-,-,352,352,0.4,0.4,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4910,TAMIL NADU,26,26,7.1,7.1,62,62,BDL,BDL,0.32,0.32,2,2,5,5,-,-,54,54,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4911,TAMIL NADU,25,25,7.8,7.8,2920,2920,BDL,BDL,0.32,0.32,2,2,6,6,-,-,1864,1864,0.42,0.42,BDL,BDL,,,,,,,,,,,,,,,,,,,,
4912,TAMIL NADU,33,33,8.1,8.1,1860,1860,7,7,4.08,4.08,79,79,220,220,-,-,1204,1204,0.43,0.43,BDL,BDL,,,,,,,,,,,,,,,,,,,,
15,TELANGANA,27,27,6.16,7.42,708,772,-,-,1.8,1.8,-,-,-,-,-,-,444,452,0.29,1,-,-,,,,,,,,,,,,,,,,,,,,
16,TELANGANA,28,28,7.78,7.78,622,622,-,-,9.4,9.4,-,-,-,-,-,-,381,381,0.53,0.53,-,-,,,,,,,,,,,,,,,,,,,,
27,TELANGANA,25,26,7.46,7.47,627,785,-,-,4.28,5.21,-,-,-,-,-,-,363.66,467,0.3,0.36,BDL,0.09,,,,,,,,,,,,,,,,,,,,
1515,TELANGANA,29,30,7.1,7.44,1320,1785,-,-,8,8.1,-,-,-,-,-,-,740,1058,0.8,0.8,-,-,,,,,,,,,,,,,,,,,,,,
1525,TELANGANA,25,27,7.2,7.31,3650,5580,-,-,0.35,18.29,-,-,-,-,-,-,1967,3262,0.4,0.4,BDL,0.09,,,,,,,,,,,,,,,,,,,,
1793,TELANGANA,27,30,7.1,8.3,1867,1985,-,-,0.9,1.62,-,-,-,-,-,-,1120,1220,1,1.44,-,-,,,,,,,,,,,,,,,,,,,,
1794,TELANGANA,27,29,7.1,7.32,1134,1305,-,-,3.4,5.8,-,-,-,-,-,-,597,820,1,2.66,-,-,,,,,,,,,,,,,,,,,,,,
1795,TELANGANA,25,25,7.25,7.39,2215,2215,-,-,9.31,9.31,-,-,-,-,-,-,1285,1285,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1810,TELANGANA,25,28,7.2,7.39,1865,2499,-,-,19.26,20.32,-,-,-,-,-,-,1079,1425,0.4,0.4,BDL,0.09,,,,,,,,,,,,,,,,,,,,
1811,TELANGANA,25,28,7.21,7.49,1454,1740,-,-,10.27,16.31,-,-,-,-,-,-,848,980,0.3,0.32,BDL,0.09,,,,,,,,,,,,,,,,,,,,
3088,TELANGANA,29,30,6.7,7.92,1393,1451,-,-,6,8.8,-,-,-,-,-,-,886,980,0.9,0.9,0.09,0.09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3094,TELANGANA,27,29,7.9,8.25,860,971,-,-,BDL,1.4,-,-,-,-,-,-,500,552,0.9,1.04,-,-,,,,,,,,,,,,,,,,,,,,
4260,TELANGANA,25,34,7.38,7.46,759,1006,-,-,5.13,14.41,-,-,-,-,-,-,467,580,0.3,0.32,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4261,TELANGANA,25,34,6.61,6.93,3468,4250,-,-,22.33,22.39,-,-,-,-,-,-,2054,2480,0.4,0.5,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4262,TELANGANA,25,32,7,7.13,1848,2179,-,-,15.35,22.41,-,-,-,-,-,-,1088,1274,0.4,0.46,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4263,TELANGANA,25,32,6.65,6.87,2880,3690,-,-,21.26,23.22,-,-,-,-,-,-,1658,2108,0.4,0.41,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4264,TELANGANA,25,28,7.22,7.43,1870,2481,-,-,18.41,24.46,-,-,-,-,-,-,1080,1420,0.5,0.59,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4265,TELANGANA,25,28,7.01,7.45,1272,1847,-,-,16.21,21.23,-,-,-,-,-,-,724,1021,0.34,0.6,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4266,TELANGANA,25,28,7,7.12,1027,1427,-,-,11.2,12.19,-,-,-,-,-,-,594,830,0.5,0.5,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4268,TELANGANA,29,29,7.76,7.76,1420,1420,-,-,8.2,8.2,-,-,-,-,-,-,920,920,1,1,-,-,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,TELANGANA,28,28,6.93,6.93,3020,3020,-,-,1.2,1.2,-,-,-,-,-,-,1798,1798,0.9,0.9,-,-,,,,,,,,,,,,,,,,,,,,
4270,TELANGANA,30,30,7.38,7.38,2324,2324,-,-,10.2,10.2,-,-,-,-,-,-,1344,1344,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4271,TELANGANA,28,28,7.14,7.14,1808,1808,-,-,14.2,14.2,-,-,-,-,-,-,1120,1120,1,1,-,-,,,,,,,,,,,,,,,,,,,,
4272,TELANGANA,29,29,7.88,7.88,995,995,-,-,2.4,2.4,-,-,-,-,-,-,580,580,1,1,-,-,,,,,,,,,,,,,,,,,,,,
4273,TELANGANA,30,30,7.03,7.03,2351,2351,-,-,20.2,20.2,-,-,-,-,-,-,1520,1520,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4274,TELANGANA,32,32,7.14,7.14,2140,2140,-,-,19.6,19.6,-,-,-,-,-,-,1246,1246,BDL,BDL,-,-,,,,,,,,,,,,,,,,,,,,
4275,TELANGANA,29,29,7.6,7.6,2267,2267,-,-,11.5,11.5,-,-,-,-,-,-,1352,1352,0.9,0.9,-,-,,,,,,,,,,,,,,,,,,,,
4276,TELANGANA,25,34,6.99,7.43,1758,2259,-,-,19.29,28.33,-,-,-,-,-,-,1020,1308,0.3,0.37,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4277,TELANGANA,25,28,6.94,7.15,3920,5150,-,-,25.35,27.52,-,-,-,-,-,-,2261,3014,0.5,0.53,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4278,TELANGANA,25,28,6.84,7.41,1128,1686,-,-,12.11,19.14,-,-,-,-,-,-,657,984,0.4,0.48,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4279,TELANGANA,25,28,7.2,7.34,1085,1474,-,-,9.16,13.13,-,-,-,-,-,-,683,848,0.5,0.55,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4280,TELANGANA,28,29,7.2,7.2,3792,3792,-,-,3.9,3.9,-,-,-,-,-,-,1420,2250,0.59,1.2,0.09,0.09,,,,,,,,,,,,,,,,,,,,
4281,TELANGANA,25,28,7.07,7.48,2651,3350,-,-,26.15,28.18,-,-,-,-,-,-,1562,1926,0.3,0.3,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4282,TELANGANA,25,28,7,7.11,1194,1482,-,-,10.16,12.12,-,-,-,-,-,-,698,868,BDL,BDL,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4283,TELANGANA,25,28,7.2,7.38,3540,4100,-,-,28.17,28.19,-,-,-,-,-,-,2028,2420,BDL,0.3,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4284,TELANGANA,25,28,7.16,7.4,1215,1251,-,-,10.33,14.25,-,-,-,-,-,-,715,718,BDL,0.31,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4285,TELANGANA,25,28,6.81,7.28,1992,2800,-,-,14.22,20.28,-,-,-,-,-,-,1138,1598,0.3,0.42,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4286,TELANGANA,25,28,6.81,7.2,1614,1707,-,-,16.37,20.31,-,-,-,-,-,-,921,992,0.33,0.4,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4287,TELANGANA,25,28,7.1,7.18,1210,1484,-,-,12.27,12.32,BDL,BDL,BDL,BDL,BDL,BDL,710,868,0.29,0.3,BDL,0.09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,TELANGANA,25,28,6.83,7.39,713,793,-,-,5.16,8.18,-,-,-,-,-,-,413,458,0.28,0.3,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4289,TELANGANA,25,28,6.7,7.39,1204,1414,-,-,8.19,12.22,-,-,-,-,-,-,695,814,0.4,0.46,BDL,0.09,,,,,,,,,,,,,,,,,,,,
4290,TELANGANA,20,28,7.16,7.28,799,822,-,-,4.21,8.25,-,-,-,-,-,-,447,464,0.5,0.58,BDL,0.09,,,,,,,,,,,,,,,,,,,,
1405,TRIPURA,24,27,5.6,5.6,106,114,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,68,68,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1406,TRIPURA,23,26.5,5.2,5.63,118,125,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,70,72,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1730,TRIPURA,24,26,6,6.19,106,112,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,62,62,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1731,TRIPURA,24,25,5.7,5.95,102,108,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,58,58,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1732,TRIPURA,24,26,5.6,6.01,118,121,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,62,70,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1733,TRIPURA,24,26,5.2,5.87,108,119,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,58,66,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
1734,TRIPURA,24,25,5.2,5.78,106,116,BDL,BDL,BDL,0.51,BDL,BDL,BDL,BDL,BDL,BDL,58,58,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3423,TRIPURA,24.5,25.5,6.3,6.47,86,97,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,46,52,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3424,TRIPURA,24.5,25.5,5.9,6.15,92,107,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,48,58,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3425,TRIPURA,24.5,25.5,5.8,5.94,101,111,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,56,56,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3426,TRIPURA,24,25,5.3,5.67,90,106,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,48,56,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3427,TRIPURA,24,25,6,6.23,78,91,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,44,52,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
3428,TRIPURA,24,25,5,5.25,90,101,BDL,BDL,BDL,0.32,BDL,BDL,BDL,BDL,BDL,BDL,50,58,BDL,BDL,BDL,BDL,,,,,,,,,,,,,,,,,,,,
